"id","name","createDate","category","lon","lat"
4532,"Boss' Pizza & Chicken",2014-08-20,"food",-93.2227408,44.9034754
4519,"Miller Gold Tech /  Miller Gold Search",2014-07-31,"default",144.956539,-37.816421
4490,"<U+C528><U+C564><U+D14D> <U+C2A4><U+B9C8><U+D2B8><U+B9AC><U+D398><U+C5B4>",2014-07-27,"shopping",129.357821,35.5730025
4536,"GX IT Team",2014-08-02,"default",-71.239949,42.3760006
4539,"Marmalade Vintage",2014-08-02,"shopping",-73.9958453,40.7203613
4538,"POSH",2014-08-02,"default",24.7515051,59.4307266
4541,"Gallery Rene Mele",2014-08-02,"default",-73.9633859,40.7733329
4682,"<U+C2A4><U+C704><U+C2A4><U+C548><U+ACBD><U+C6D0>",2014-08-25,"default",126.9843739,37.4822515
4540,"Raketa",2014-08-02,"default",29.8918674,59.8799096
4542,"MoneyOK!",2014-08-02,"default",30.3860857,59.9244408
4545,"Melt Bakery",2014-08-02,"food",-73.989198,40.7198423
4550,"Samba Construction",2014-08-03,"default",-71.9849362,42.2477778
4546,"Praxis für Energiemedizin - Wicklein & Widmann",2014-08-02,"default",14.2979993,46.6128091
4547,"Praxis für Energiemedizin - Wicklein & Widmann",2014-08-02,"default",11.3448391,50.2382428
4548,"Buzz Productions",2014-08-03,"default",34.8684819,32.1762603
4549,"Reisejounalist Thomas Heinze",2014-08-03,"default",11.3163573,50.6854205
4551,"Carma Systems",2014-08-04,"default",-73.7510798,42.6484314
4552,"Dr. Hugh's Dental",2014-08-04,"default",-71.7681618,44.3003742
4553,"Peacock Financial Inc",2014-08-05,"default",-86.7616969,36.1744079
4554,"Peacock Financial Inc.",2014-08-05,"default",-86.7666437,36.1187043
4561,"B-Tan",2014-08-05,"sports",-83.913558,34.0703576
4555,"<U+C2E0><U+C601><U+C0AC><U+C6B0><U+B098>",2014-08-05,"default",128.5624943,35.1896177
4556,"<U+B514><U+C62C>",2014-08-05,"shopping",126.902454,35.1886342
4557,"<U+D5A5><U+AE30><U+B85C><U+C6B4> <U+CE58><U+ACFC>",2014-08-05,"default",128.624095,34.8871805
4558,"<U+C9C0><U+C528><U+C5D0><U+C2A4>",2014-08-05,"shopping",128.6854451,34.899422
4559,"<U+C9C0><U+C624><U+C218><U+D559><U+D559><U+C6D0>",2014-08-05,"default",127.127049,37.2703268
4566,"Wray Rives CPA",2014-08-05,"default",-96.9688043,32.9573676
4562,"Apartment Lamar",2014-08-05,"lodging",15.4280919,47.1011177
4563,"King of Shaves",2014-08-05,"default",-0.6465201,51.6120735
4564,"Beech Road Chippy",2014-08-05,"food",-2.2793157,53.4383012
4567,"JRJ Income Tax Service",2014-08-05,"default",-76.9367522,38.5990113
4571,"Capoccia Vineyards & Winery",2014-08-06,"default",-73.8898823,42.8457989
4574,"Wright Away Delivery",2014-08-06,"food",-122.7560409,48.1145728
4569,"Weeds On 4th",2014-08-05,"default",-123.1697844,49.2686965
4570,"Seymour Wellness Society",2014-08-05,"default",-123.1269837,49.2751409
4535,"Marty's Place at Strawbridge Farm",2014-08-02,"lodging",-122.4239539,48.041761
4575,"P&S Marine",2014-08-06,"default",-122.7770143,48.1072773
4573,"Batterie Auto F.P.R. sas",2014-08-06,"default",12.6907848,41.702498
4568,"The CoinFront",2014-08-05,"default",-79.4113466,43.6451166
8263,"Blushh Restaurant & Lounge Bar",2016-06-28,"nightlife",-1.77951157093048,50.7364245813002
4586,"Noble House Suites",2014-08-09,"lodging",-118.4454013,49.0452112
4578,"<U+B124><U+C2A4><U+CE74><U+D398> <U+AC15><U+B0A8><U+C5ED><U+C810> (Cafe Nescafe)",2014-08-07,"default",127.0263067,37.4999976
4580,"Two Dogs Taproom",2014-08-08,"food",139.7352113,35.6626331
4581,"L&L restaurant bar",2014-08-08,"food",135.4973047,34.669571
4582,"Bitcoinminershop",2014-11-24,"shopping",5.0988891,52.018786
4583,"<U+BD81><U+C720><U+B7FD><U+C870><U+BA85> <U+B2E8> 9000<U+C6D0>",2014-08-08,"default",127.3839027,36.3050229
4584,"Sports n' Rock Bar",2014-08-08,"nightlife",-58.373184,-34.5969277
4585,"SUBWAY Puerto Madero",2014-08-08,"food",-58.3708103,-34.5960451
4597,"Get Juiced",2014-08-09,"food",-80.2462769,43.5455268
4683,"<U+C0AC><U+B2E8><U+BC95><U+C778><U+D53C><U+B09C><U+CC98>",2014-08-25,"default",126.9360011,37.5069325
4588,"Lawless Salon",2014-08-09,"default",153.0362507,-27.4578565
15216,"Gremlica.cz",2018-09-23,"default",17.3983258008957,49.2928786365993
4590,"Rentforyou",2014-08-09,"transport",8.9978468,45.8392525
4591,"Waternest Spa",2014-08-09,"default",100.5706869,13.7326214
4592,"Traducciones y Cursos Ruso Español",2014-08-09,"default",2.6570987,39.5689768
4614,"Bitcoin ATM",2014-08-14,"atm",-123.3639408,48.422647
4594,"Paolo Cottini Vini - Creare Ricchezza",2014-08-09,"default",10.8999043,45.489505
4595,"Studio Dr. Rizzo - Creare Ricchezza",2014-08-09,"default",13.7791428,45.6516059
4596,"Fulvio Pugliese Coach - Creare Ricchezza",2014-08-09,"default",13.8084405,45.6429854
4599,"Bar & Taxi service Ometepe - Miguel",2014-08-10,"nightlife",-85.6460878,11.4828667
4600,"Servicios de informática / computación",2014-08-10,"default",-58.4727646,-34.5716767
4601,"Montagne Tandil",2014-08-10,"default",-59.1344584,-37.3287104
4603,"North Texas Pilot Supply",2014-08-11,"default",-97.2312726,33.0545235
4604,"Talion Firearms, LLC",2014-08-11,"default",-97.2472943,33.2338948
4606,"Photography By Darryl",2014-08-11,"default",-104.8114781,39.7481136
4605,"<U+BB34><U+C9C0><U+AC1C> <U+C5F4><U+C1E0>",2014-08-11,"default",126.6989583,35.9589928
4607,"Print 2 Media Ltd.",2014-08-12,"default",-4.4873626,50.4522942
4608,"Instacoin Bitcoin ATM - Marché aux Puces Métropolitain (Touchez, kiosk 633, Section Rouge)",2014-08-11,"default",-73.5815241,45.5919785
4610,"Bureau Wibaut",2014-08-12,"default",4.9113426,52.3536724
4611,"Auberge du Soleil",2014-08-12,"food",104.1804857,10.6066692
4612,"Ulli und Ulli GmbH, Schreinerei, Möbelbau",2014-08-12,"default",8.5685718,47.4080503
4602,"Dynamic Vapor",2014-08-15,"default",-117.9413779,33.7742573
4587,"House of Cards",2014-08-09,"shopping",153.0362507,-27.4578565
8264,"Athena Bitcoin ATM",2016-06-28,"atm",-84.3686163425445,33.7445130293207
4619,"Bitcoincity.nl",2014-08-15,"default",5.7180039,51.9142179
4621,"Tech Fusion, Inc",2014-11-07,"default",-88.1729985,43.0333353
4623,"Miami Hydroponics",2014-08-16,"default",-80.3491314,25.7837604
4620,"Mac's Auto Top's & Upholstery",2014-08-28,"default",-82.905511,39.9548584
4625,"BigFPS",2014-08-16,"default",-117.1827724,33.6851947
4624,"220volt",2014-08-16,"default",19.0589329,47.5142596
4626,"Pacific Culture",2014-08-16,"default",-121.8213323,39.7325711
4627,"Gracie Jiu-Jitsu Hollywood",2014-08-16,"default",-118.3526277,34.0978872
4630,"GIV Contractor",2014-08-17,"default",-67.2534903,18.3389281
4629,"SOLUCOM",2014-08-28,"default",-73.1795124,-40.5608113
4634,"Warpzone Video Games",2014-08-18,"default",-91.647246,44.0468378
4631,"Lava Solutions",2014-08-18,"shopping",3.0996971,50.9982155
4632,"RD Imbiancatura e tinteggiatura",2014-08-18,"default",8.8148827,45.4760684
4633,"Webhallen Täby",2014-08-18,"shopping",18.0716396,59.4455188
4636,"Law Office of Andrew J. Harger",2014-08-19,"default",-87.6329543,41.8883259
4635,"Acconciature Uomo Donna",2014-08-18,"shopping",9.0858981,45.5469491
4638,"New Age Auto Sales",2014-08-19,"shopping",-80.2061329,25.9319121
4637,"Estudio Teodora | Advertising and Design",2014-08-19,"default",-46.6578506,-23.5552077
4641,"Hitt Hosting LLC",2014-08-19,"default",-76.9306472,39.3968156
4639,"Liana Medic Ltd",2014-08-19,"default",103.841068,1.300666
4640,"Filament-ABS.fr",2014-08-19,"default",-0.2787576,44.4196928
4644,"Bamboo Asia",2014-08-19,"default",-122.4023821,37.790559
4642,"Kedai Shell Petrol Station",2014-08-19,"transport",101.7062492,3.1509314
4649,"Advanced Solar Energy",2014-08-28,"default",-120.5793498,38.0915649
4647,"GIN TONIC CLOTHING",2014-08-19,"shopping",-58.473233,-34.628057
4648,"Estudio Tulum",2014-08-20,"default",-87.4640324,20.2117278
4651,"Sanders Field Farm",2014-08-20,"default",-122.873546,38.4018355
4650,"Butik Lukrecja",2014-08-20,"default",21.0024231,52.1944984
4652,"Shipito",2014-08-21,"default",-118.3395818,33.8431457
4654,"Top Quality Painting",2014-08-21,"default",-122.4138602,48.766509
4653,"Teenage Blue",2014-08-21,"nightlife",139.7203332,35.7810448
4657,"CUMEX Cleaning Services",2014-08-21,"default",-121.3172151,38.5693642
4655,"Dimo Peinture",2014-08-21,"default",7.2041187,47.2228017
4656,"Michela Elite Wedding Dress.",2014-08-21,"default",14.5213021,40.7617212
4658,"Overhaulics",2014-08-21,"default",-105.0483993,39.9720369
4622,"Linked In Guides",2014-08-15,"default",130.8410791,-12.4625275
14614,"Servicios M8",2018-08-06,"shopping",-76.2964010238647,3.53231630380296
8265,"Athena Bitcoin ATM",2016-06-28,"atm",-84.3785405158997,33.7727352882101
4662,"Buzzbrews Kitchen & Bar",2014-08-22,"food",-96.7831295,32.783407
4661,"Metroman",2014-08-22,"shopping",28.0758832,-26.002842
4664,"Sebastian Schally",2014-08-22,"default",16.3260653,48.2022702
4665,"Instacoin Bitcoin ATM - Pasta Tutti Giorni",2014-08-22,"atm",-73.4642446,45.4559509
4666,"Rock'n'Art",2014-08-23,"default",-51.2262065,-30.05174
4673,"Canadian Bitcoins",2014-08-23,"default",-75.7088494,45.3442522
4675,"CORPUS.IO",2014-08-24,"default",-80.1952495,39.4221299
4671,"Technea – Clínica de Gadgets",2014-08-23,"default",-66.8229581,10.4972166
4672,"Forja Artenova",2014-08-23,"default",-4.6555974,37.5197467
4660,"Zip Zap Inc",2014-08-21,"default",-122.3933693,37.7909602
4674,"Trionauten",2015-01-23,"shopping",9.7488537,52.3901075
4676,"<U+BCF5><U+C74C><U+C804><U+C790>",2014-08-25,"default",127.0955455,37.5352745
4677,"<U+D55C><U+AD6D><U+C870><U+C0AC><U+C5F0><U+AD6C><U+D559><U+D68C>",2014-08-25,"default",126.9643956,37.5736873
4678,"<U+D50C><U+B85C><U+B808><U+C758><U+C6D0>",2014-08-25,"default",126.9829907,37.5637598
4679,"<U+D06C><U+B85C><U+BC14><U+C6D0><U+C0C9>",2014-08-25,"default",126.9911132,37.5629315
4687,"Power Trip Energy Corp",2014-08-25,"default",-122.8133311,48.0936731
4685,"ISI Restaurant",2014-08-25,"food",7.2764069,43.697533
4659,"Su Casa",2014-08-21,"default",-76.5946033,39.2809816
4663,"Tiny Footprint Coffee",2014-08-22,"cafe",-93.3113691,45.0791006
4688,"Sergej-Portraits",2014-08-25,"default",10.0844101,53.5856276
4691,"Frontend Engineer / Bitcoin Consultant",2014-08-26,"default",13.4118499,52.5023929
4692,"BitPay",2014-08-26,"default",-58.3732959,-34.5963872
4693,"AutoBTC",2014-08-28,"default",-2.9349234,35.1737351
4694,"Arasia-Shop",2014-08-27,"shopping",1.3731165,43.4972197
4698,"MERCAGROC",2014-08-27,"default",2.6362733,39.5920392
4699,"Mokkamaa",2014-08-27,"cafe",29.760141,62.602853
4700,"Saraste lomamökki",2014-08-27,"default",29.2616173,65.9437934
4701,"Skydive Jyväskylä",2014-08-27,"default",25.6789823,62.4088057
4702,"Gigabitti",2014-08-27,"default",22.2075283,60.4679197
4697,"addSensors",2014-08-27,"default",44.488944,48.7352912
4668,"Floathouse Gastown",2014-08-23,"default",-123.1081397,49.282966
4705,"Go Fitness",2014-08-27,"default",24.858251,60.2372768
4706,"Lalla Vinde",2014-08-27,"cafe",22.7325239,60.1626714
4716,"Stegmanns School of Performing Arts",2014-08-28,"default",-86.9128699,35.7772854
4708,"Muebles Estructura",2014-08-28,"default",-58.4925256,-34.6509244
4709,"Jimmy Jumps House",2014-08-28,"lodging",25.2898262,54.6794153
4710,"Made Closer Retail",2014-08-28,"shopping",-1.7912018,50.8461253
4711,"Rentadesk Co-working Space",2014-08-28,"default",-0.1252893,51.5179098
4712,"Rentadesk",2014-08-28,"default",-0.127727,51.5181476
4713,"AtletA Sportswear",2014-08-28,"default",121.001165,14.5575179
4714,"Torino Motors Inc.",2014-08-28,"default",121.0235047,14.5704898
4715,"Wifimedia",2014-08-28,"shopping",5.9048218,51.9799123
4721,"JC+A, Inc.",2014-08-29,"default",-111.9023553,40.7646627
4717,"Método DeRose | Cerviño",2014-08-29,"attraction",-58.4133167,-34.5802044
4718,"Erotalia",2014-08-29,"default",-2.6900466,42.8453113
4719,"Bramley Gardens Shopping Centre",2014-08-29,"default",28.0935003,-26.1255493
4720,"RAPICT",2014-08-29,"default",4.0341709,51.6508906
4722,"Marian's Pet Services",2014-08-29,"default",-111.9563703,41.2732087
4723,"Eagle Cars",2014-08-29,"default",-117.2449995,47.6570612
4728,"Laundry Locker Kiosk",2014-08-30,"shopping",-122.4315656,37.7720899
4724,"userart",2014-08-29,"default",10.5009058,53.5109548
4725,"Hostel Chill Inn",2014-08-29,"lodging",-68.8561326,-32.8919729
4726,"Hostel Lagares",2014-08-29,"lodging",-68.833495,-32.882565
4727,"Hostel Sosahaus",2014-08-29,"lodging",-68.8491004,-32.8841988
9205,"Bitshop.lv",2017-01-29,"shopping",25.7231140136719,56.6184653572487
4729,"Laundry Locker Kiosk",2014-08-30,"shopping",-122.4125162,37.8008533
4730,"Laundry Locker Kiosk",2014-08-30,"shopping",-122.4222635,37.7712968
4731,"Laundry Locker Kiosk",2014-08-30,"shopping",-122.4335788,37.7991297
4732,"Laundry Locker Kiosk",2014-08-30,"shopping",-122.3888,37.7846489
4734,"Bonacquisti Wine Co.",2014-08-30,"default",-105.005747,39.7808812
4735,"Ambassadors Limo",2014-08-30,"default",-104.885954,39.6955496
4736,"Linor Technology, Inc.",2014-08-30,"default",-80.2105327,36.0558803
4738,"Nicholas Boucher, Massage Therapy",2014-08-30,"default",-94.6368854,38.9355466
4737,"Kabah-na Eco Resort",2014-08-30,"lodging",-87.7269354,18.6526931
4741,"Austin Vape And Smoke",2014-08-31,"default",-97.7711496,30.2241928
4740,"Grupo Milán - Artes Gráficas y Packaging",2014-08-31,"default",-0.9330233,41.6016128
4707,"Fortunate Cup",2014-08-27,"cafe",-73.8033151,43.0768866
4742,"Parachute School of Toronto",2014-09-01,"default",-79.3395101,44.2637295
4744,"El Salmon",2014-09-01,"nightlife",-58.3732667,-34.596013
4745,"Florist",2014-09-01,"shopping",35.2931085,32.9089877
4747,"Java Express Limited",2014-09-02,"cafe",-4.4808642,54.1497198
4748,"Semokwan Hapkido Academy",2014-10-17,"sports",-0.1415387,51.4549318
4749,"Pure Immersions",2014-09-03,"default",115.2531423,-8.5375013
4751,"Qual Albatroz - Bookmakers and Storytellers",2014-09-03,"default",-9.3091609,38.6940159
4753,"Cliffshark studios",2014-09-04,"default",34.7913569,31.2294184
4754,"Henry Sushie Bar",2014-09-04,"food",34.8028948,30.6096507
4770,"PC Home Pros",2014-09-08,"default",-104.8494061,39.3643664
4781,"Justin Taylor Consulting",2014-09-10,"default",153.0480644,-26.4154345
4758,"Teravibe Incorporated",2014-09-05,"default",121.015829,14.5557214
4759,"Satoshi Citadel Industries",2014-09-05,"default",121.0155744,14.5549334
4760,"D.D.F. Racing",2014-09-05,"default",12.4189177,41.9438574
4761,"Cerveceria Porter",2014-09-05,"nightlife",-57.5343608,-38.0255745
4762,"Bazilika Bistro",2014-09-05,"food",14.4974804,46.0497594
4763,"Wayne Tattoo",2014-09-06,"default",-46.5601522,-23.5353487
4764,"Tahona Encarni",2014-09-06,"shopping",-4.7183229,41.6590594
4767,"<U+0641><U+064A><U+0632><U+0627> <U+0643><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0633><U+0648><U+062F><U+0627><U+0646>Visa4Sudan",2014-09-07,"default",32.4830236,15.467268
4768,"Diego Sierra Photography - Destination Wedding Photographer",2014-09-07,"default",-5.9676662,37.3878996
4755,"Disc Store",2014-09-04,"default",-96.0990107,41.2149636
4779,"The Brown Soap Company.com @Mother Earth News Fair  Sept 12-14 2014",2014-09-10,"default",-79.2983676,40.023587
4771,"OpenCart Ukrainian Community",2014-09-08,"default",30.3607234,50.4616895
4772,"USAIL Sailing and motor boat rentals and sailing school",2014-09-08,"default",-59.6096805,13.0825167
4773,"Glückliche Tutoren Learning Centre",2014-09-08,"default",103.717729,1.345672
4774,"Semokwan Hapkido Academy",2014-10-17,"sports",-0.1512635,51.4616328
5127,"Crownhill Shoes",2014-11-19,"shopping",-3.6845674,40.4346408
4775,"Semokwan Hapkido Academy",2014-10-17,"sports",-0.1577104,51.4553829
4776,"CREODELIC - advertising agency",2014-09-09,"default",17.0108507,51.1033685
4777,"Futurisimo d.o.o.",2014-09-09,"default",14.5033817,46.0512461
4778,"Kulminacija d.o.o.",2014-09-09,"default",14.3550194,46.2480654
5324,"PM Pest Control, LLC",2015-01-06,"default",-76.334964,36.741086
4769,"Cryptowear",2014-09-07,"default",-75.6854545,45.4288008
4782,"Artmedium Cours de Dessin",2014-09-10,"default",2.3526187,48.8421681
4783,"Artmedium Cours de Dessin",2014-09-10,"default",2.3260905,48.8350234
4766,"Bitcoin ATM",2014-09-07,"atm",15.4328419,47.0735692
8375,"Cafe ian",2016-07-31,"cafe",-60.7150626182556,-31.6425264366409
4787,"Only USA",2014-09-10,"grocery",-3.6867642,40.4376752
4788,"The Girl and the Bull",2014-09-10,"food",121.018125,14.4520061
4789,"Carina",2014-09-10,"shopping",120.9961309,14.5817142
4790,"Snapsacks",2014-09-10,"shopping",121.0029848,14.6303173
4791,"Silly Monkey Clothing",2014-09-10,"shopping",121.0728409,14.711744
4793,"CoinBeyond",2014-09-11,"default",-122.4781212,48.7515182
4796,"Alamo Bookkeeping Associates LLC",2014-09-11,"default",-98.7026471,29.5062438
4794,"Swifty Srl",2014-09-11,"default",10.8063364,44.9175227
4795,"BTComp",2014-09-11,"default",18.0866766,48.3081661
4797,"EcoBox",2014-09-11,"default",-97.6775335,30.4831927
4798,"EcoBox",2014-09-11,"default",-97.8224912,30.2291806
4799,"EcoBox",2014-09-11,"default",-96.3406829,30.67085
4800,"EcoBox",2014-09-11,"default",-98.4673231,29.6053357
4801,"MVSG Consulting",2014-09-11,"default",-76.2465737,36.8835838
4810,"Desi Food Truck",2014-09-14,"food",-74.0042317,40.7252626
4802,"CUT IT OUT Wall Stickers",2014-09-12,"default",-0.0655637,51.5431205
4804,"Legacy BLN - Graffiti Culture & Art Tools",2014-10-03,"default",13.3701486,52.4926495
4805,"Plastic2Print",2014-09-12,"default",4.9177744,52.3614654
4806,"ArqConnect",2014-09-12,"default",1.4484051,43.5872163
4807,"Consulenza Elaborazione Dati 2001",2015-02-07,"default",11.3264395,46.4921198
4808,"Hotel La Plaja",2014-09-12,"lodging",12.443792,44.1631031
4809,"Palermo Soho Loft – Hotel Boutique",2014-09-13,"lodging",-58.4304769,-34.591405
4815,"Dr. Alex van Duuren",2014-10-11,"default",-83.9307831,35.951946
4811,"""Spunky Monkey"" Wakeboardcamp",2014-09-14,"lodging",80.1175567,6.1418546
4812,"Sysnet – Servicios informáticos",2014-09-14,"default",-64.2116897,-31.3644888
4813,"Recup Disque",2014-09-15,"default",4.8818754,46.3089581
4792,"Pazdan LLC",2014-09-10,"shopping",-87.8070749,41.738216
4818,"LocalMed",2014-09-16,"default",-91.0519164,30.4195796
4816,"<U+D3C9><U+D654><U+C624><U+C5D0><U+C774><U+C2DC><U+C2A4><U+D15C>",2014-09-16,"shopping",128.3640464,36.1150115
4817,"Instacoin Bitcoin ATM (Houston - Centropolis Laval)",2014-09-16,"atm",-73.7415195,45.56136
5145,"Space 07",2014-11-24,"shopping",-121.4909224,38.5699377
4820,"Electronic Surplus",2014-09-17,"shopping",-81.3255064,41.6926085
4819,"LAB. Cafe",2014-09-16,"cafe",-58.4368005,-34.5861269
4825,"Hunter Naturals",2014-09-18,"shopping",-80.2384702,27.2443198
4821,"AvatarBTC",2014-09-17,"shopping",-3.6865052,40.4374069
4824,"Instituto de Estudios Bursátiles",2014-09-17,"attraction",-3.6906876,40.4186726
4814,"Round the World Experts",2014-09-15,"default",138.6226295,-35.5550214
4786,"Ostéopathe",2014-09-10,"default",6.1928885,46.1944922
8434,"Bali Expedition Tour",2016-08-13,"transport",115.267106294632,-8.5091190238946
4834,"Finca Nulla Principes",2014-09-19,"default",-66.8965797,18.2083196
4829,"Bed&Breakfast ""A Modo Mio""",2014-09-17,"lodging",12.4454072,41.9069207
4832,"Be Okay",2014-09-19,"food",-57.5806229,-25.2969367
4833,"Marcom S.r.l.",2014-09-19,"default",10.9870009,45.393698
4837,"Favis, INC",2014-09-20,"default",-121.536684,38.6543589
4835,"Afudê insumos de tatuaje",2014-09-20,"default",-56.1700847,-34.879262
4836,"Bluebird Store",2014-09-20,"default",25.1012068,60.3818697
4843,"Sweet Salvage",2014-09-21,"shopping",-76.072333,42.991973
8435,"Tahu Tek",2016-08-13,"food",115.191757678986,-8.63684027210286
8436,"Joko Shoes Shop",2016-08-13,"shopping",115.175642967224,-8.69920527132451
4841,"Chu Majek Grow Shop",2014-09-20,"default",-17.9149644,28.6572029
4842,"Thai Secret Cooking School",2014-09-21,"food",99.0692515,18.8809023
4840,"TBminer.",2014-09-20,"default",9.5014359,51.3193866
4845,"Jade's Heating & Plumbing",2014-09-22,"default",-110.7759469,43.4248483
4844,"2.TI Soluções Empresariais",2014-09-22,"default",-35.2190806,-5.8317096
4846,"Massage and Bodywork - Experience The Difference LLC",2014-09-22,"default",-111.6627839,40.2631805
4852,"Fletcher Firearm Instruction",2014-09-23,"default",-84.4750068,37.9772493
4847,"The Bar",2014-11-26,"nightlife",125.7424892,39.0074228
4848,"National Restaurant",2014-11-26,"food",125.7438132,39.0083336
4849,"Round Restaurant",2014-11-26,"food",125.7426134,39.0074777
4850,"Sidelines Tea Shop and Bar",2014-09-22,"food",118.7531721,9.7390618
4851,"PCSOLUTIONS",2014-09-23,"shopping",-99.1750153,19.4120932
4854,"Beyondstable Psychiatry & Integrative Care",2014-09-24,"default",-122.2308902,37.4494441
4863,"Designer's Consigner",2014-12-16,"default",-82.649117,27.771347
4855,"Story Bakery",2014-09-24,"cafe",17.0492927,48.1497074
4828,"Sierra Memorial Art Space",2014-09-17,"attraction",-119.8206713,39.5251921
4857,"Scotta1985",2014-09-24,"shopping",-3.6835853,40.4237773
4858,"El Cuento Bar",2014-09-24,"nightlife",-3.6848307,40.4351631
4859,"Pure Pilates Alphaville",2014-09-24,"default",-46.8474886,-23.4938562
4860,"SIGEO (Sistemas Informáticos y Geográficos S.L. )",2014-09-25,"default",-3.0082933,43.3452342
4861,"Benten Graffiti Chemnitz",2014-09-25,"default",12.9536751,50.8303242
4862,"Benten Tattoo Chemnitz",2014-09-25,"default",12.9537283,50.8303135
4827,"Art Indeed!",2014-09-17,"attraction",-119.8207987,39.5252139
4864,"Pure Pilates Casa Verde",2014-09-25,"default",-46.657802,-23.513422
4865,"Hospedaje por noche",2014-09-25,"lodging",-64.4876035,-30.982162
4866,"Pure Pilates - Higienópolis / Pacaembu",2014-09-25,"default",-46.6646256,-23.543612
4856,"Omni Circuit Boards Ltd.",2014-09-24,"default",-123.0837664,49.1887079
8437,"Bali PC Game",2016-08-13,"shopping",115.206756591797,-8.71008626523081
4869,"Déjate Besar Bar",2014-09-26,"nightlife",-3.6872012,40.4361853
4870,"Ibermaison",2014-09-26,"default",-3.6864374,40.4334919
4871,"New Town Market",2014-09-26,"shopping",-3.6876426,40.4306584
4873,"AZ Tecnologia",2014-09-27,"shopping",9.2225454,45.5009053
4874,"Arch. Alberto Paolotti",2014-09-27,"default",9.1225261,45.4560962
4875,"Yourbiz Srl",2014-12-13,"default",9.6008603,45.6736234
4877,"ZenBox Bitcoin Kiosk (Tasty Burger)",2014-09-27,"atm",-71.119914,42.37264
4879,"CoinVault ATM",2014-09-28,"default",-96.8130064,32.8119449
4878,"Paradise house, rent per day",2014-09-27,"default",-64.5112852,-31.2224912
4880,"Xamach Mexican Cuisine and Bar",2014-09-28,"food",-96.8130064,32.8119449
4886,"Greenpeace USA",2014-09-29,"default",-77.0222541,38.8996378
4882,"Dr. Ali ÖZGÜR",2014-09-28,"default",29.2119444,40.1997809
4883,"Digital Para (Bitcoin) Egitimi ve Danismanlik hizmetleri",2014-09-28,"default",29.1005723,40.9751041
4906,"Storm Computers Pty Ltd",2014-10-17,"shopping",115.9270625,-32.0116363
4885,"Red Robot Media",2014-09-29,"default",-1.6629421,53.8758271
4891,"RHS Consulting, LLC",2014-10-01,"default",-112.0167179,40.6163245
4887,"FLOSSystems",2014-09-29,"default",-3.7162976,40.4735549
15863,"Ben - Yos",2018-10-24,"food",-73.6177432537079,4.14744042335802
4890,"OKS Computer Support Ltd",2014-10-01,"default",-0.3682047,51.109601
4893,"Apex Crypto",2014-10-01,"default",-89.0300839,42.5133848
4894,"Chicago Bitcoin Advocates",2014-10-01,"default",-87.7175487,41.9700649
4896,"The Johnson Micro-Farm",2014-10-02,"default",-88.4527208,42.278783
4895,"Hoftman AG - Inv. Bank",2014-10-02,"default",8.5397054,47.3760727
4897,"Aviator Services Inc.",2014-10-17,"default",-80.4266064,25.6470363
4898,"DomainRegister.it",2014-10-02,"default",9.1025146,45.4771696
4876,"ZenBox Bitcoin Kiosk (Merchandise Mart)",2014-09-27,"atm",-87.6344025,41.8884121
4901,"History's Bitcoin ATM",2014-10-03,"atm",15.9764444,45.8166261
4903,"<U+0418><U+043D><U+0442><U+0435><U+0440><U+043D><U+0435><U+0442>-<U+043C><U+0430><U+0433><U+0430><U+0437><U+0438><U+043D> Satam.kz",2014-10-04,"default",76.9320294,43.2562332
4904,"<U+0418><U+043D><U+0442><U+0435><U+0440><U+043D><U+0435><U+0442>-<U+043C><U+0430><U+0433><U+0430><U+0437><U+0438><U+043D> Robotron",2014-10-04,"default",76.9314348,43.2684438
5129,"<U+B378><U+B9AC><U+AC10><U+C790>",2014-11-20,"nightlife",127.0267922,37.5031235
4905,"NINGEN SISTEMAS S.L.",2014-10-04,"shopping",2.6527777,39.5799762
4907,"Beperk.com",2014-10-04,"default",-3.1621071,40.6422705
4881,"Olgaa Fienco",2014-09-28,"default",145.0199138,-37.6800057
4868,"Kaufmann Automotive GmbH",2014-09-26,"default",9.5161492,47.342196
4910,"@Cinema",2014-10-05,"attraction",-9.1452376,38.7319029
4920,"Power of Touch: Massage and Bodywork Therapeutics",2014-10-09,"default",-104.9201023,38.8589766
4912,"Cafe Charly",2015-05-18,"food",15.3926275,46.982305
4913,"Kruu Noi Shop",2014-10-06,"food",99.5646048,11.3463312
4917,"Hanza Cafe",2014-10-08,"cafe",18.602079,53.0105423
4918,"Pikcius - gyvunu prekiu krautuvele",2014-10-13,"default",25.2441076,54.6998076
4919,"Markbox Serviços de Internet",2014-10-08,"default",-49.1301901,-26.9003529
4921,"Kismet",2014-10-09,"cafe",115.2640533,-8.5102233
4922,"Dragon Pyramid Homestay",2014-10-09,"lodging",115.1785973,-8.6494166
4946,"Hiatt Auto Sales",2014-10-16,"shopping",-122.7117563,38.4325844
4924,"Studio Nova",2014-10-11,"default",10.0361213,45.1299194
4925,"Studio Dentistico Associato Platania",2014-10-09,"default",8.9426818,44.4064632
4926,"Fancy Travel",2014-10-14,"default",-58.6228489,-34.650337
4928,"01Seguridad",2014-10-10,"default",-58.4734494,-34.6143051
4929,"Cajero Bitcoin MOB",2014-10-10,"atm",2.1772646,41.3917806
